UN-Nummer;Benennung und Beschreibung;Klasse;Klassifizierungscode;Verpackungsgruppe;Gefahrzettel;Sondervorschriften;Begrenzte und freigestellte Mengen A;Begrenzte und freigestellte Mengen B;Verpackung_Anweisungen;Verpackung_Sondervorschriften;Verpackung_Zusammenpackung;Tank_Anweisungen;Tank_Sondervorschriften;ADR-Tanks_Tankcodierung;ADR-Tanks_Sondervorschriften;Fahrzeug_Befoerderung_Tanks;Befoerderungskategorie;Sondervorschriften_Versandstuecke;Sondervorschriften_SchuettGut;Sondervorschriften_Handhabung;Sondervorschriften_Betrieb;Nummer_Gefahr
1361;KOHLE oder RUSS, tierischen oder pflanzlichen Ursprungs;4.2;S2;III;4.2;665;0;E0;P002 IBC08 LP02 R001;PP12 B3;MP14;T1;TP33;SGAV;-;AT;4 (E);V1 V13;VC1 VC2 AP1;-;-;40
1362;KOHLE, AKTIVIERT;4.2;S2;III;4.2;646;0;E1;P002 IBC08 LP02 R001;PP11 B3;MP14;T1;TP33;SGAV;-;AT;4 (E);V1;VC1 VC2 AP1;-;-;40
1363;KOPRA;4.2;S2;III;4.2;-;0;E0;P003 IBC08 LP02 R001;PP20 B3 B6;MP14;BK2;-;-;-;-;3 (E);V1;VC1 VC2 AP1;-;-;40
1364;BAUMWOLLABFÄLLE, ÖLHALTIG;4.2;S2;III;4.2;-;0;E0;P003 IBC08 LP02 R001;PP19 B3 B6;MP14;-;-;-;-;-;3 (E);V1;VC1 VC2 AP1;-;-;40
1365;BAUMWOLLE, NASS;4.2;S2;III;4.2;-;0;E0;P003 IBC08 LP02 R001;PP19 B3 B6;MP14;-;-;-;-;-;3 (E);V1;VC1 VC2 AP1;-;-;40
1369;p-NITROSODIMETHYLANILIN;4.2;S2;II;4.2;-;0;E2;P410 IBC06;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;-;-;40
1372;Fasern, tierischen Ursprungs oder Fasern, pflanzlichen Ursprungs, gebrannt, nass oder feucht;4.2;S2;UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR;-;-;-;-;-;-;-;-;-;UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR;1372;Fasern, tierischen Ursprungs oder Fasern, pflanzlichen Ursprungs, gebrannt, nass oder feucht;-;-;-;-;-;-
1373;FASERN oder GEWEBE, TIERISCHEN oder PFLANZLICHEN oder SYNTHETISCHEN URSPRUNGS, N.A.G., imprägniert mit Öl;4.2;S2;III;4.2;-;0;E0;P410 IBC08 R001;B3;MP14;T1;TP33;-;-;AT;3 (E);V1;VC1 VC2 AP1;-;-;40
1374;FISCHMEHL (FISCHABFALL), NICHT STABILISIERT;4.2;S2;II;4.2;300;0;E2;P410 IBC08;B4;MP14;T3;TP33;-;-;AT;2 (D/E);V1;-;-;-;40
1376;EISENOXID, GEBRAUCHT oder EISEN-SCHWAMM, GEBRAUCHT, aus der Kokereigasreinigung;4.2;S4;III;4.2;592;0;E0;P002 IBC08 LP02 R001;B3;MP14;T1 BK2;TP33;SGAV;-;AT;3 (E);V1;VC1 VC2 AP1;-;-;40
1378;METALLKATALYSATOR, ANGEFEUCHTET mit einem sichtbaren Überschuss an Flüssigkeit;4.2;S4;II;4.2;274;0;E0;P410 IBC01;PP39;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;-;-;40
1379;PAPIER, MIT UNGESÄTTIGTEN ÖLEN BEHANDELT, unvollständig getrocknet (auch Kohlepapier);4.2;S2;III;4.2;-;0;E0;P410 IBC08 R001;B3;MP14;-;-;-;-;-;3 (E);V1;VC1 VC2 AP1;-;-;40
1380;PENTABORAN;4.2;ST3;I;4.2+ 6.1;-;0;E0;P601;-;MP2;-;-;L21DH;TU14 TC1 TE21 TM1;AT;0 (B/E);V1;-;CV28;S20;333
1381;PHOSPHOR, WEISS oder GELB, UNTER WASSER oder IN LÖSUNG;4.2;ST3;I;4.2+ 6.1;503;0;E0;P405;-;MP2;T9;TP3 TP31;L10DH(+);TU14 TU16 TU21 TE3 TE21;AT;0 (B/E);V1;-;CV28;S20;46
1381;PHOSPHOR, WEISS oder GELB, TROCKEN;4.2;ST4;I;4.2+ 6.1;503;0;E0;P405;-;MP2;T9;TP3 TP31;L10DH(+);TU14 TU16 TU21 TE3 TE21;AT;0 (B/E);V1;-;CV28;S20;46
1382;KALIUMSULFID, WASSERFREI oder KALIUMSULFID mit weniger als 30 % Kristallwasser;4.2;S4;II;4.2;504;0;E2;P410 IBC06;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;-;-;40
1383;PYROPHORES METALL, N.A.G. oder PYROPHORE LEGIERUNG, N.A.G.;4.2;S4;I;4.2;274;0;E0;P404;-;MP13;T21;TP7 TP33;-;-;AT;0 (B/E);V1;-;-;S20;43
1384;NATRIUMDITHIONIT (NATRIUMHYDROSULFIT);4.2;S4;II;4.2;-;0;E2;P410 IBC06;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;-;-;40
1385;NATRIUMSULFID, WASSERFREI oder NATRIUMSULFID mit weniger als 30 % Kristallwasser;4.2;S4;II;4.2;504;0;E2;P410 IBC06;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;-;-;40
1386;ÖLSAATKUCHEN mit mehr als 1,5 Masse-% Öl und höchstens 11 Masse-% Feuchtigkeit;4.2;S2;III;4.2;-;0;E0;P003 IBC08 LP02 R001;PP20 B3 B6;MP14;BK2;-;-;-;-;3 (E);V1;VC1 VC2 AP1;-;-;40
1387;Wollabfälle, nass;4.2;S2;UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR;-;-;-;-;-;-;-;-;-;UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR;1387;Wollabfälle, nass;-;-;-;-;-;-
1389;ALKALIMETALLAMALGAM, FLÜSSIG;4.3;W1;I;4.3;182;0;E0;P402;RR8;MP2;-;-;L10BN(+);TU1 TE5 TT3 TM2;AT;1 (B/E);V1;-;CV23;S20;X323
1390;ALKALIMETALLAMIDE;4.3;W2;II;4.3;182 505;500 g;E2;P410 IBC07;-;MP14;T3;TP33;SGAN;-;AT;0 (D/E);V1;-;CV23;-;423
1391;ALKALIMETALLDISPERSION oder ERDALKALIMETALLDISPERSION;4.3;W1;I;4.3;182 183 506;0;E0;P402;RR8;MP2;-;-;L10BN(+);TU1 TE5 TT3 TM2;AT;1 (B/E);V1;-;CV23;S20;X323
1392;ERDALKALIMETALLAMALGAM, FLÜSSIG;4.3;W1;I;4.3;183 506;0;E0;P402;-;MP2;-;-;L10BN(+);TU1 TE5 TT3 TM2;AT;1 (B/E);V1;-;CV23;S20;X323
1393;ERDALKALIMETALLLEGIERUNG, N.A.G.;4.3;W2;II;4.3;183 506;500 g;E2;P410 IBC07;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;CV23;-;423
1394;ALUMINIUMCARBID;4.3;W2;II;4.3;-;500 g;E2;P410 IBC07;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;VC1 VC2 AP3 AP4 AP5;CV23;-;423
1395;ALUMINIUMFERROSILICIUMPULVER;4.3;WT2;II;4.3+ 6.1;-;500 g;E2;P410 IBC05;PP40;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;CV23 CV28;-;462
1396;ALUMINIUM-PULVER, NICHT ÜBERZOGEN;4.3;W2;II;4.3;-;500 g;E2;P410 IBC07;PP40;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;CV23;-;423
1396;ALUMINIUM-PULVER, NICHT ÜBERZOGEN;4.3;W2;III;4.3;-;1 kg;E1;P410 IBC08 R001;B4;MP14;T1;TP33;SGAN;-;AT;3 (E);V1;VC2 AP4 AP5;CV23;-;423
1397;ALUMINIUMPHOSPHID;4.3;WT2;I;4.3+ 6.1;507;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23 CV28;S20;-
1398;ALUMINIUMSILICIUMPULVER, NICHT ÜBERZOGEN;4.3;W2;III;4.3;37;1 kg;E1;P410 IBC08 R001;B4;MP14;T1 BK2;TP33;SGAN;-;AT;3 (E);V1;VC2 AP4 AP5;CV23;-;423
1400;BARIUM;4.3;W2;II;4.3;-;500 g;E2;P410 IBC07;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;CV23;-;423
1401;CALCIUM;4.3;W2;II;4.3;-;500 g;E2;P410 IBC07;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;CV23;-;423
1402;CALCIUMCARBID;4.3;W2;I;4.3;-;0;E0;P403 IBC04;-;MP2;T9;TP7 TP33;S2,65AN(+);TU4 TU22 TM2 TA5;AT;1 (B/E);V1;-;CV23;S20;X423
1402;CALCIUMCARBID;4.3;W2;II;4.3;-;500 g;E2;P410 IBC07;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;VC1 VC2 AP3 AP4 AP5;CV23;-;423
1403;CALCIUMCYANAMID mit mehr als 0,1 Masse-% Calciumcarbid;4.3;W2;III;4.3;38;1 kg;E1;P410 IBC08 R001;B4;MP14;T1;TP33;SGAN;-;AT;0 (E);V1;-;CV23;-;423
1404;CALCIUMHYDRID;4.3;W2;I;4.3;-;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23;S20;-
1405;CALCIUMSILICID;4.3;W2;II;4.3;-;500 g;E2;P410 IBC07;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;VC1 VC2 AP3 AP4 AP5;CV23;-;423
1405;CALCIUMSILICID;4.3;W2;III;4.3;-;1 kg;E1;P410 IBC08 R001;B4;MP14;T1;TP33;SGAN;-;AT;3 (E);V1;VC1 VC2 AP3 AP4 AP5;CV23;-;423
1407;CAESIUM;4.3;W2;I;4.3;-;0;E0;P403 IBC04;-;MP2;-;-;L10CH(+);TU2 TU14 TE5 TE21 TT3 TM2;AT;1 (B/E);V1;-;CV23;S20;X423
1408;FERROSILICIUM mit mindestens 30 Masse-%, aber weniger als 90 Masse-% Silicium;4.3;WT2;III;4.3+ 6.1;39;1 kg;E1;P003 IBC08 R001;PP20 B4 B6;MP14;T1 BK2;TP33;SGAN;-;AT;3 (E);V1;VC1 VC2 AP3 AP4 AP5;CV23 CV28;-;462
1409;METALLHYDRIDE, MIT WASSER REAGIEREND, N.A.G.;4.3;W2;I;4.3;274 508;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23;S20;-
1409;METALLHYDRIDE, MIT WASSER REAGIEREND, N.A.G.;4.3;W2;II;4.3;274 508;500 g;E2;P410 IBC04;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;CV23;-;423
1410;LITHIUMALUMINIUMHYDRID;4.3;W2;I;4.3;-;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23;S20;-
1411;LITHIUMALUMINIUMHYDRID IN ETHER;4.3;WF1;I;4.3+3;-;0;E0;P402;RR8;MP2;-;-;-;-;-;1 (E);V1;-;CV23;S2 S20;-
1413;LITHIUMBORHYDRID;4.3;W2;I;4.3;-;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23;S20;-
1414;LITHIUMHYDRID;4.3;W2;I;4.3;-;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23;S20;-
1415;LITHIUM;4.3;W2;I;4.3;-;0;E0;P403 IBC04;-;MP2;T9;TP7 TP33;L10BN(+);TU1 TE5 TT3 TM2;AT;1 (B/E);V1;-;CV23;S20;X423
1417;LITHIUMSILICIUM;4.3;W2;II;4.3;-;500 g;E2;P410 IBC07;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;CV23;-;423
1418;MAGNESIUM-PULVER oder MAGNESIUMLEGIERUNGSPULVER;4.3;WS;I;4.3+ 4.2;-;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23;S20;-
1418;MAGNESIUM-PULVER oder MAGNESIUMLEGIERUNGSPULVER;4.3;WS;II;4.3+ 4.2;-;0;E2;P410 IBC05;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;CV23;-;423
1418;MAGNESIUM-PULVER oder MAGNESIUMLEGIERUNGSPULVER;4.3;WS;III;4.3+ 4.2;-;0;E1;P410 IBC08 R001;B4;MP14;T1;TP33;SGAN;-;AT;3 (E);V1;VC2 AP4 AP5;CV23;-;423
1419;MAGNESIUMALUMINIUMPHOSPHID;4.3;WT2;I;4.3+ 6.1;-;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23 CV28;S20;-
1420;KALIUMMETALLLEGIERUNGEN, FLÜSSIG;4.3;W1;I;4.3;-;0;E0;P402;-;MP2;-;-;L10BN(+);TU1 TE5 TT3 TM2;AT;1 (B/E);V1;-;CV23;S20;X323
1421;ALKALIMETALLLEGIERUNG, FLÜSSIG, N.A.G.;4.3;W1;I;4.3;182;0;E0;P402;RR8;MP2;-;-;L10BN(+);TU1 TE5 TT3 TM2;AT;1 (B/E);V1;-;CV23;S20;X323
1422;KALIUM-NATRIUMLEGIERUNGEN, FLÜSSIG;4.3;W1;I;4.3;-;0;E0;P402;-;MP2;T9;TP3 TP7 TP31;L10BN(+);TU1 TE5 TT3 TM2;AT;1 (B/E);V1;-;CV23;S20;X323
1423;RUBIDIUM;4.3;W2;I;4.3;-;0;E0;P403 IBC04;-;MP2;-;-;L10CH(+);TU2 TU14 TE5 TE21 TT3 TM2;AT;1 (B/E);V1;-;CV23;S20;X423
1426;NATRIUMBORHYDRID;4.3;W2;I;4.3;-;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23;S20;-
1427;NATRIUMHYDRID;4.3;W2;I;4.3;-;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23;S20;-
1428;NATRIUM;4.3;W2;I;4.3;-;0;E0;P403 IBC04;-;MP2;T9;TP7 TP33;L10BN(+);TU1 TE5 TT3 TM2;AT;1 (B/E);V1;-;CV23;S20;X423
1431;NATRIUMMETHYLAT;4.2;SC4;II;4.2+8;-;0;E2;P410 IBC05;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;-;-;48
1432;NATRIUMPHOSPHID;4.3;WT2;I;4.3+ 6.1;-;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23 CV28;S20;-
1433;ZINNPHOSPHIDE;4.3;WT2;I;4.3+ 6.1;-;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23 CV28;S20;-
1435;ZINK-ASCHEN;4.3;W2;III;4.3;-;1 kg;E1;P002 IBC08 R001;B4;MP14;T1 BK2;TP33;SGAN;-;AT;3 (E);V1;VC1 VC2 AP3 AP4 AP5;CV23;-;423
1436;ZINK-PULVER oder ZINKSTAUB;4.3;WS;I;4.3+ 4.2;-;0;E0;P403;-;MP2;-;-;-;-;-;1 (E);V1;-;CV23;S20;-
1436;ZINK-PULVER oder ZINKSTAUB;4.3;WS;II;4.3+ 4.2;-;0;E2;P410 IBC07;PP40;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;CV23;-;423
1436;ZINK-PULVER oder ZINKSTAUB;4.3;WS;III;4.3+ 4.2;-;0;E1;P410 IBC08 R001;B4;MP14;T1;TP33;SGAN;-;AT;3 (E);V1;VC2 AP4 AP5;CV23;-;423
1437;ZIRKONIUMHYDRID;4.1;F3;II;4.1;-;1 kg;E2;P410 IBC04;PP40;MP11;T3;TP33;SGAN;-;AT;2 (E);-;-;-;-;40
1438;ALUMINIUMNITRAT;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1 BK1 BK2;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
1439;AMMONIUMDICHROMAT;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1442;AMMONIUMPERCHLORAT;5.1;O2;II;5.1;152;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;-;-;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;S23;50
1444;AMMONIUMPERSULFAT;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
1445;BARIUMCHLORAT, FEST;5.1;OT2;II;5.1+ 6.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24 CV28;-;56
1446;BARIUMNITRAT;5.1;OT2;II;5.1+ 6.1;-;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24 CV28;-;56
1447;BARIUMPERCHLORAT, FEST;5.1;OT2;II;5.1+ 6.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24 CV28;S23;56
1448;BARIUMPERMANGANAT;5.1;OT2;II;5.1+ 6.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24 CV28;-;56
1449;BARIUMPEROXID;5.1;OT2;II;5.1+ 6.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24 CV28;-;56
1450;BROMATE, ANORGANISCHE, N.A.G.;5.1;O2;II;5.1;274 350;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;-;50
1451;CAESIUMNITRAT;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
1452;CALCIUMCHLORAT;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;-;50
1453;CALCIUMCHLORIT;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1454;CALCIUMNITRAT;5.1;O2;III;5.1;208;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1 BK1 BK2 BK3;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
1455;CALCIUMPERCHLORAT;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;S23;50
1456;CALCIUMPERMANGANAT;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1457;CALCIUMPEROXID;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1458;CHLORAT UND BORAT, MISCHUNG;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;-;50
1458;CHLORAT UND BORAT, MISCHUNG;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP2;T1;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
1459;CHLORAT UND MAGNESIUMCHLORID, MISCHUNG, FEST;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;-;50
1459;CHLORAT UND MAGNESIUMCHLORID, MISCHUNG, FEST;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP2;T1;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
1461;CHLORATE, ANORGANISCHE, N.A.G.;5.1;O2;II;5.1;274 351;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;-;50
1462;CHLORITE, ANORGANISCHE, N.A.G.;5.1;O2;II;5.1;274 352 509;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1463;CHROMTRIOXID, WASSERFREI;5.1;OTC;II;5.1+ 6.1+8;510;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24 CV28;-;568
1465;DIDYMIUMNITRAT;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
1466;EISEN(III)NITRAT;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
1467;GUANIDINNITRAT;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
1469;BLEINITRAT;5.1;OT2;II;5.1+ 6.1;-;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24 CV28;-;56
1470;BLEIPERCHLORAT, FEST;5.1;OT2;II;5.1+ 6.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24 CV28;S23;56
1471;LITHIUMHYPOCHLORIT, TROCKEN oder LITHIUMHYPOCHLORIT, MISCHUNG;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC08;B4;MP10;-;-;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1471;LITHIUMHYPOCHLORIT, TROCKEN oder LITHIUMHYPOCHLORIT, MISCHUNG;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAV;TU3;AT;3 (E);-;-;CV24;-;50
1472;LITHIUMPEROXID;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1473;MAGNESIUMBROMAT;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;-;50
1474;MAGNESIUMNITRAT;5.1;O2;III;5.1;332;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1 BK1 BK2 BK3;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
1475;MAGNESIUMPERCHLORAT;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;S23;50
1476;MAGNESIUMPEROXID;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1477;NITRATE, ANORGANISCHE, N.A.G.;5.1;O2;II;5.1;511;1 kg;E2;P002 IBC08;B4;MP10;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1477;NITRATE, ANORGANISCHE, N.A.G.;5.1;O2;III;5.1;511;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
1479;ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, N.A.G.;5.1;O2;I;5.1;274;0;E0;P503 IBC05;-;MP2;-;-;-;-;-;1 (E);V10;-;CV24;S20;-
1479;ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, N.A.G.;5.1;O2;II;5.1;274;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1479;ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, N.A.G.;5.1;O2;III;5.1;274;5 kg;E1;P002 IBC08 LP02 R001;B3;MP2;T1;TP33;SGAN;TU3;AT;3 (E);-;-;CV24;-;50
1481;PERCHLORATE, ANORGANISCHE, N.A.G.;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;S23;50
1481;PERCHLORATE, ANORGANISCHE, N.A.G.;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP2;T1;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;S23;50
1482;PERMANGANATE, ANORGANISCHE, N.A.G.;5.1;O2;II;5.1;274 353;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1482;PERMANGANATE, ANORGANISCHE, N.A.G.;5.1;O2;III;5.1;274 353;5 kg;E1;P002 IBC08 LP02 R001;B3;MP2;T1;TP33;SGAN;TU3;AT;3 (E);-;-;CV24;-;50
1483;PEROXIDE, ANORGANISCHE, N.A.G.;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1483;PEROXIDE, ANORGANISCHE, N.A.G.;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP2;T1;TP33;SGAN;TU3;AT;3 (E);-;-;CV24;-;50
1484;KALIUMBROMAT;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;-;50
1485;KALIUMCHLORAT;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;-;50
1486;KALIUMNITRAT;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1 BK1 BK2 BK3;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
1487;KALIUMNITRAT UND NATRIUMNITRIT, MISCHUNG;5.1;O2;II;5.1;607;1 kg;E2;P002 IBC08;B4;MP10;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;-;50
1488;KALIUMNITRIT;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC08;B4;MP10;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;-;50
1489;KALIUMPERCHLORAT;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAV;TU3;AT;2 (E);V11;VC1 VC2 AP6 AP7;CV24;S23;50
1490;KALIUMPERMANGANAT;5.1;O2;II;5.1;-;1 kg;E2;P002 IBC08;B4;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
1491;KALIUMPEROXID;5.1;O2;I;5.1;-;0;E0;P503 IBC06;-;MP2;-;-;-;-;-;1 (E);V10;-;CV24;S20;-
1492;KALIUMPERSULFAT;5.1;O2;III;5.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAV;TU3;AT;3 (E);-;VC1 VC2 AP6 AP7;CV24;-;50
